mesh_heading,tree_number,major_tree_number,major_mesh_heading
Pyelonephritis,C12.050.351.968.419.570.821.717,C12,Urogenital Diseases
"Pyelonephritis, Xanthogranulomatous",C12.050.351.968.419.570.821.717.810,C12,Urogenital Diseases
Nephrocalcinosis,C12.050.351.968.419.590,C12,Urogenital Diseases
Nephrolithiasis,C12.050.351.968.419.600,C12,Urogenital Diseases
Kidney Calculi,C12.050.351.968.419.600.500,C12,Urogenital Diseases
Staghorn Calculi,C12.050.351.968.419.600.500.500,C12,Urogenital Diseases
Nephrosclerosis,C12.050.351.968.419.610,C12,Urogenital Diseases
Nephrosis,C12.050.351.968.419.630,C12,Urogenital Diseases
"Nephrosis, Lipoid",C12.050.351.968.419.630.477,C12,Urogenital Diseases
Nephrotic Syndrome,C12.050.351.968.419.630.643,C12,Urogenital Diseases
Perinephritis,C12.050.351.968.419.685,C12,Urogenital Diseases
Renal Artery Obstruction,C12.050.351.968.419.775,C12,Urogenital Diseases
Renal Insufficiency,C12.050.351.968.419.780,C12,Urogenital Diseases
Acute Kidney Injury,C12.050.351.968.419.780.050,C12,Urogenital Diseases
"Kidney Tubular Necrosis, Acute",C12.050.351.968.419.780.050.500,C12,Urogenital Diseases
Cardio-Renal Syndrome,C12.050.351.968.419.780.400,C12,Urogenital Diseases
"Renal Insufficiency, Chronic",C12.050.351.968.419.780.750,C12,Urogenital Diseases
"Kidney Failure, Chronic",C12.050.351.968.419.780.750.500,C12,Urogenital Diseases
Frasier Syndrome,C12.050.351.968.419.780.750.500.500,C12,Urogenital Diseases
Renal Nutcracker Syndrome,C12.050.351.968.419.787,C12,Urogenital Diseases
Chronic Kidney Disease-Mineral and Bone Disorder,C12.050.351.968.419.795,C12,Urogenital Diseases
"Renal Tubular Transport, Inborn Errors",C12.050.351.968.419.815,C12,Urogenital Diseases
"Acidosis, Renal Tubular",C12.050.351.968.419.815.093,C12,Urogenital Diseases
Bartter Syndrome,C12.050.351.968.419.815.279,C12,Urogenital Diseases
Dent Disease,C12.050.351.968.419.815.364,C12,Urogenital Diseases
Fanconi Syndrome,C12.050.351.968.419.815.450,C12,Urogenital Diseases
Gitelman Syndrome,C12.050.351.968.419.815.491,C12,Urogenital Diseases
"Glycosuria, Renal",C12.050.351.968.419.815.532,C12,Urogenital Diseases
"Hypophosphatemia, Familial",C12.050.351.968.419.815.647,C12,Urogenital Diseases
Familial Hypophosphatemic Rickets,C12.050.351.968.419.815.647.500,C12,Urogenital Diseases
Liddle Syndrome,C12.050.351.968.419.815.683,C12,Urogenital Diseases
Oculocerebrorenal Syndrome,C12.050.351.968.419.815.720,C12,Urogenital Diseases
Pseudohypoaldosteronism,C12.050.351.968.419.815.770,C12,Urogenital Diseases
Renal Aminoacidurias,C12.050.351.968.419.815.885,C12,Urogenital Diseases
Cystinuria,C12.050.351.968.419.815.885.250,C12,Urogenital Diseases
Hartnup Disease,C12.050.351.968.419.815.885.625,C12,Urogenital Diseases
"Tuberculosis, Renal",C12.050.351.968.419.912,C12,Urogenital Diseases
Uremia,C12.050.351.968.419.936,C12,Urogenital Diseases
Azotemia,C12.050.351.968.419.936.231,C12,Urogenital Diseases
Hemolytic-Uremic Syndrome,C12.050.351.968.419.936.463,C12,Urogenital Diseases
Atypical Hemolytic Uremic Syndrome,C12.050.351.968.419.936.463.500,C12,Urogenital Diseases
Zellweger Syndrome,C12.050.351.968.419.978,C12,Urogenital Diseases
Ureteral Diseases,C12.050.351.968.725,C12,Urogenital Diseases
Ureteral Neoplasms,C12.050.351.968.725.676,C12,Urogenital Diseases
Ureteral Obstruction,C12.050.351.968.725.776,C12,Urogenital Diseases
Ureterocele,C12.050.351.968.725.876,C12,Urogenital Diseases
Ureterolithiasis,C12.050.351.968.725.938,C12,Urogenital Diseases
Ureteral Calculi,C12.050.351.968.725.938.500,C12,Urogenital Diseases
Urethral Diseases,C12.050.351.968.767,C12,Urogenital Diseases
Epispadias,C12.050.351.968.767.374,C12,Urogenital Diseases
Urethral Neoplasms,C12.050.351.968.767.601,C12,Urogenital Diseases
Urethral Obstruction,C12.050.351.968.767.700,C12,Urogenital Diseases
Urethral Stricture,C12.050.351.968.767.700.700,C12,Urogenital Diseases
Urinary Bladder Neck Obstruction,C12.050.351.968.767.700.850,C12,Urogenital Diseases
Urethritis,C12.050.351.968.767.851,C12,Urogenital Diseases
Urinary Bladder Diseases,C12.050.351.968.829,C12,Urogenital Diseases
Bladder Exstrophy,C12.050.351.968.829.132,C12,Urogenital Diseases
Cystitis,C12.050.351.968.829.495,C12,Urogenital Diseases
"Cystitis, Interstitial",C12.050.351.968.829.495.500,C12,Urogenital Diseases
Pyelocystitis,C12.050.351.968.829.495.750,C12,Urogenital Diseases
Cystocele,C12.050.351.968.829.508,C12,Urogenital Diseases
Urinary Bladder Calculi,C12.050.351.968.829.521,C12,Urogenital Diseases
Urinary Bladder Fistula,C12.050.351.968.829.548,C12,Urogenital Diseases
Vesicovaginal Fistula,C12.050.351.968.829.548.733,C12,Urogenital Diseases
Urinary Bladder Neck Obstruction,C12.050.351.968.829.601,C12,Urogenital Diseases
Urinary Bladder Neoplasms,C12.050.351.968.829.707,C12,Urogenital Diseases
"Urinary Bladder, Neurogenic",C12.050.351.968.829.760,C12,Urogenital Diseases
"Urinary Bladder, Overactive",C12.050.351.968.829.813,C12,Urogenital Diseases
"Urinary Bladder, Underactive",C12.050.351.968.829.867,C12,Urogenital Diseases
Vesico-Ureteral Reflux,C12.050.351.968.829.920,C12,Urogenital Diseases
Urinary Tract Infections,C12.050.351.968.892,C12,Urogenital Diseases
Bacteriuria,C12.050.351.968.892.219,C12,Urogenital Diseases
Pyuria,C12.050.351.968.892.719,C12,Urogenital Diseases
Schistosomiasis haematobia,C12.050.351.968.892.775,C12,Urogenital Diseases
Urination Disorders,C12.050.351.968.934,C12,Urogenital Diseases
Anuria,C12.050.351.968.934.070,C12,Urogenital Diseases
Enuresis,C12.050.351.968.934.252,C12,Urogenital Diseases
Diurnal Enuresis,C12.050.351.968.934.252.249,C12,Urogenital Diseases
Nocturnal Enuresis,C12.050.351.968.934.252.500,C12,Urogenital Diseases
Glycosuria,C12.050.351.968.934.363,C12,Urogenital Diseases
"Glycosuria, Renal",C12.050.351.968.934.363.450,C12,Urogenital Diseases
Hematuria,C12.050.351.968.934.442,C12,Urogenital Diseases
Oliguria,C12.050.351.968.934.600,C12,Urogenital Diseases
Polyuria,C12.050.351.968.934.616,C12,Urogenital Diseases
Proteinuria,C12.050.351.968.934.734,C12,Urogenital Diseases
Albuminuria,C12.050.351.968.934.734.269,C12,Urogenital Diseases
Hemoglobinuria,C12.050.351.968.934.734.634,C12,Urogenital Diseases
Urinary Incontinence,C12.050.351.968.934.814,C12,Urogenital Diseases
"Urinary Incontinence, Stress",C12.050.351.968.934.814.500,C12,Urogenital Diseases
"Urinary Incontinence, Urge",C12.050.351.968.934.814.750,C12,Urogenital Diseases
Urinary Retention,C12.050.351.968.934.880,C12,Urogenital Diseases
Urolithiasis,C12.050.351.968.967,C12,Urogenital Diseases
Nephrolithiasis,C12.050.351.968.967.249,C12,Urogenital Diseases
Kidney Calculi,C12.050.351.968.967.249.500,C12,Urogenital Diseases
Staghorn Calculi,C12.050.351.968.967.249.500.500,C12,Urogenital Diseases
Ureterolithiasis,C12.050.351.968.967.374,C12,Urogenital Diseases
Ureteral Calculi,C12.050.351.968.967.374.500,C12,Urogenital Diseases
Urinary Calculi,C12.050.351.968.967.500,C12,Urogenital Diseases
Kidney Calculi,C12.050.351.968.967.500.503,C12,Urogenital Diseases
Staghorn Calculi,C12.050.351.968.967.500.503.500,C12,Urogenital Diseases
Ureteral Calculi,C12.050.351.968.967.500.851,C12,Urogenital Diseases
Urinary Bladder Calculi,C12.050.351.968.967.500.925,C12,Urogenital Diseases
Pregnancy Complications,C12.050.703,C12,Urogenital Diseases
"Abortion, Spontaneous",C12.050.703.039,C12,Urogenital Diseases
"Abortion, Habitual",C12.050.703.039.089,C12,Urogenital Diseases
Uterine Cervical Incompetence,C12.050.703.039.089.339,C12,Urogenital Diseases
"Abortion, Incomplete",C12.050.703.039.093,C12,Urogenital Diseases
"Abortion, Missed",C12.050.703.039.173,C12,Urogenital Diseases
"Abortion, Septic",C12.050.703.039.256,C12,Urogenital Diseases
"Abortion, Veterinary",C12.050.703.039.422,C12,Urogenital Diseases
Embryo Loss,C12.050.703.039.711,C12,Urogenital Diseases
"Abortion, Threatened",C12.050.703.090,C12,Urogenital Diseases
Chorea Gravidarum,C12.050.703.141,C12,Urogenital Diseases
"Diabetes, Gestational",C12.050.703.170,C12,Urogenital Diseases
Fetal Macrosomia,C12.050.703.170.500,C12,Urogenital Diseases
Fetal Death,C12.050.703.223,C12,Urogenital Diseases
Fetal Resorption,C12.050.703.223.300,C12,Urogenital Diseases
Stillbirth,C12.050.703.223.650,C12,Urogenital Diseases
Fetal Diseases,C12.050.703.277,C12,Urogenital Diseases
Chorioamnionitis,C12.050.703.277.030,C12,Urogenital Diseases
Echogenic Bowel,C12.050.703.277.050,C12,Urogenital Diseases
"Erythroblastosis, Fetal",C12.050.703.277.060,C12,Urogenital Diseases
Hydrops Fetalis,C12.050.703.277.060.480,C12,Urogenital Diseases
Fetal Alcohol Spectrum Disorders,C12.050.703.277.220,C12,Urogenital Diseases
Fetal Growth Retardation,C12.050.703.277.370,C12,Urogenital Diseases
Fetal Hypoxia,C12.050.703.277.390,C12,Urogenital Diseases
Fetal Macrosomia,C12.050.703.277.570,C12,Urogenital Diseases
Fetal Nutrition Disorders,C12.050.703.277.677,C12,Urogenital Diseases
Meconium Aspiration Syndrome,C12.050.703.277.785,C12,Urogenital Diseases
Pyelectasis,C12.050.703.277.838,C12,Urogenital Diseases
"Hypertension, Pregnancy-Induced",C12.050.703.395,C12,Urogenital Diseases
Eclampsia,C12.050.703.395.124,C12,Urogenital Diseases
HELLP Syndrome,C12.050.703.395.186,C12,Urogenital Diseases
Pre-Eclampsia,C12.050.703.395.249,C12,Urogenital Diseases
Maternal Death,C12.050.703.401,C12,Urogenital Diseases
Morning Sickness,C12.050.703.407,C12,Urogenital Diseases
Hyperemesis Gravidarum,C12.050.703.407.500,C12,Urogenital Diseases
Nuchal Cord,C12.050.703.413,C12,Urogenital Diseases
"Obesity, Maternal",C12.050.703.417,C12,Urogenital Diseases
Obstetric Labor Complications,C12.050.703.420,C12,Urogenital Diseases
Abruptio Placentae,C12.050.703.420.078,C12,Urogenital Diseases
Breech Presentation,C12.050.703.420.183,C12,Urogenital Diseases
Cephalopelvic Disproportion,C12.050.703.420.235,C12,Urogenital Diseases
Dystocia,C12.050.703.420.288,C12,Urogenital Diseases
Shoulder Dystocia,C12.050.703.420.288.364,C12,Urogenital Diseases
Uterine Inertia,C12.050.703.420.288.728,C12,Urogenital Diseases
"Fetal Membranes, Premature Rupture",C12.050.703.420.339,C12,Urogenital Diseases
Chorioamnionitis,C12.050.703.420.339.260,C12,Urogenital Diseases
"Obstetric Labor, Premature",C12.050.703.420.491,C12,Urogenital Diseases
Premature Birth,C12.050.703.420.491.500,C12,Urogenital Diseases
Placenta Accreta,C12.050.703.420.643,C12,Urogenital Diseases
Placenta Previa,C12.050.703.420.714,C12,Urogenital Diseases
Postpartum Hemorrhage,C12.050.703.420.725,C12,Urogenital Diseases
Uterine Inversion,C12.050.703.420.814,C12,Urogenital Diseases
Uterine Rupture,C12.050.703.420.904,C12,Urogenital Diseases
Vasa Previa,C12.050.703.420.952,C12,Urogenital Diseases
Oligohydramnios,C12.050.703.560,C12,Urogenital Diseases
Pelvic Floor Disorders,C12.050.703.565,C12,Urogenital Diseases
Pemphigoid Gestationis,C12.050.703.570,C12,Urogenital Diseases
Perinatal Death,C12.050.703.572,C12,Urogenital Diseases
"Phenylketonuria, Maternal",C12.050.703.575,C12,Urogenital Diseases
Placenta Diseases,C12.050.703.590,C12,Urogenital Diseases
Abruptio Placentae,C12.050.703.590.132,C12,Urogenital Diseases
Chorioamnionitis,C12.050.703.590.268,C12,Urogenital Diseases
Placenta Accreta,C12.050.703.590.609,C12,Urogenital Diseases
Placenta Previa,C12.050.703.590.734,C12,Urogenital Diseases
"Placenta, Retained",C12.050.703.590.767,C12,Urogenital Diseases
Placental Insufficiency,C12.050.703.590.800,C12,Urogenital Diseases
Polyhydramnios,C12.050.703.610,C12,Urogenital Diseases
"Pregnancy Complications, Cardiovascular",C12.050.703.634,C12,Urogenital Diseases
"Embolism, Amniotic Fluid",C12.050.703.634.404,C12,Urogenital Diseases
"Pregnancy Complications, Hematologic",C12.050.703.667,C12,Urogenital Diseases
"Pregnancy Complications, Infectious",C12.050.703.700,C12,Urogenital Diseases
"Abortion, Septic",C12.050.703.700.173,C12,Urogenital Diseases
"Pregnancy Complications, Parasitic",C12.050.703.700.680,C12,Urogenital Diseases
Puerperal Infection,C12.050.703.700.715,C12,Urogenital Diseases
"Pregnancy Complications, Neoplastic",C12.050.703.720,C12,Urogenital Diseases
Trophoblastic Neoplasms,C12.050.703.720.949,C12,Urogenital Diseases
Choriocarcinoma,C12.050.703.720.949.208,C12,Urogenital Diseases
"Choriocarcinoma, Non-gestational",C12.050.703.720.949.208.438,C12,Urogenital Diseases
"Trophoblastic Tumor, Placental Site",C12.050.703.720.949.208.875,C12,Urogenital Diseases
Gestational Trophoblastic Disease,C12.050.703.720.949.416,C12,Urogenital Diseases
Hydatidiform Mole,C12.050.703.720.949.416.875,C12,Urogenital Diseases
"Hydatidiform Mole, Invasive",C12.050.703.720.949.416.875.500,C12,Urogenital Diseases
Pregnancy in Diabetics,C12.050.703.726,C12,Urogenital Diseases
Fetal Macrosomia,C12.050.703.726.570,C12,Urogenital Diseases
"Pregnancy, Ectopic",C12.050.703.733,C12,Urogenital Diseases
"Pregnancy, Abdominal",C12.050.703.733.536,C12,Urogenital Diseases
"Pregnancy, Angular",C12.050.703.733.619,C12,Urogenital Diseases
"Pregnancy, Cornual",C12.050.703.733.640,C12,Urogenital Diseases
"Pregnancy, Heterotopic",C12.050.703.733.650,C12,Urogenital Diseases
"Pregnancy, Ovarian",C12.050.703.733.661,C12,Urogenital Diseases
"Pregnancy, Tubal",C12.050.703.733.703,C12,Urogenital Diseases
"Pregnancy, Interstitial",C12.050.703.733.703.500,C12,Urogenital Diseases
"Pregnancy, Prolonged",C12.050.703.805,C12,Urogenital Diseases
Prenatal Injuries,C12.050.703.824,C12,Urogenital Diseases
Prenatal Exposure Delayed Effects,C12.050.703.824.500,C12,Urogenital Diseases
Puerperal Disorders,C12.050.703.844,C12,Urogenital Diseases
"Depression, Postpartum",C12.050.703.844.253,C12,Urogenital Diseases
Lactation Disorders,C12.050.703.844.506,C12,Urogenital Diseases
Galactorrhea,C12.050.703.844.506.389,C12,Urogenital Diseases
Chiari-Frommel Syndrome,C12.050.703.844.506.389.500,C12,Urogenital Diseases
Mastitis,C12.050.703.844.603,C12,Urogenital Diseases
Granulomatous Mastitis,C12.050.703.844.603.400,C12,Urogenital Diseases
Postpartum Hemorrhage,C12.050.703.844.700,C12,Urogenital Diseases
Postpartum Thyroiditis,C12.050.703.844.714,C12,Urogenital Diseases
Pubic Symphysis Diastasis,C12.050.703.844.728,C12,Urogenital Diseases
Puerperal Infection,C12.050.703.844.757,C12,Urogenital Diseases
Genital Diseases,C12.100,C12,Urogenital Diseases
"Genital Diseases, Female",C12.100.250,C12,Urogenital Diseases
Adnexal Diseases,C12.100.250.056,C12,Urogenital Diseases
Fallopian Tube Diseases,C12.100.250.056.390,C12,Urogenital Diseases
Fallopian Tube Neoplasms,C12.100.250.056.390.390,C12,Urogenital Diseases
Salpingitis,C12.100.250.056.390.890,C12,Urogenital Diseases
Ovarian Diseases,C12.100.250.056.630,C12,Urogenital Diseases
Anovulation,C12.100.250.056.630.050,C12,Urogenital Diseases
"Menopause, Premature",C12.100.250.056.630.250,C12,Urogenital Diseases
Oophoritis,C12.100.250.056.630.450,C12,Urogenital Diseases
Ovarian Cysts,C12.100.250.056.630.580,C12,Urogenital Diseases
Polycystic Ovary Syndrome,C12.100.250.056.630.580.765,C12,Urogenital Diseases
Ovarian Hyperstimulation Syndrome,C12.100.250.056.630.642,C12,Urogenital Diseases
Ovarian Neoplasms,C12.100.250.056.630.705,C12,Urogenital Diseases
Brenner Tumor,C12.100.250.056.630.705.265,C12,Urogenital Diseases
"Carcinoma, Endometrioid",C12.100.250.056.630.705.331,C12,Urogenital Diseases
"Carcinoma, Ovarian Epithelial",C12.100.250.056.630.705.350,C12,Urogenital Diseases
Granulosa Cell Tumor,C12.100.250.056.630.705.398,C12,Urogenital Diseases
Hereditary Breast and Ovarian Cancer Syndrome,C12.100.250.056.630.705.431,C12,Urogenital Diseases
Luteoma,C12.100.250.056.630.705.464,C12,Urogenital Diseases
Meigs Syndrome,C12.100.250.056.630.705.531,C12,Urogenital Diseases
Sertoli-Leydig Cell Tumor,C12.100.250.056.630.705.648,C12,Urogenital Diseases
Thecoma,C12.100.250.056.630.705.765,C12,Urogenital Diseases
Ovarian Torsion,C12.100.250.056.630.728,C12,Urogenital Diseases
Primary Ovarian Insufficiency,C12.100.250.056.630.750,C12,Urogenital Diseases
Pelvic Inflammatory Disease,C12.100.250.056.750,C12,Urogenital Diseases
Endometritis,C12.100.250.056.750.249,C12,Urogenital Diseases
Oophoritis,C12.100.250.056.750.500,C12,Urogenital Diseases
Parametritis,C12.100.250.056.750.750,C12,Urogenital Diseases
Salpingitis,C12.100.250.056.750.875,C12,Urogenital Diseases
Dyspareunia,C12.100.250.110,C12,Urogenital Diseases
Endometriosis,C12.100.250.163,C12,Urogenital Diseases
Gynatresia,C12.100.250.320,C12,Urogenital Diseases
Herpes Genitalis,C12.100.250.342,C12,Urogenital Diseases
"Infertility, Female",C12.100.250.498,C12,Urogenital Diseases
Reproductive Tract Infections,C12.100.250.630,C12,Urogenital Diseases
"Tuberculosis, Female Genital",C12.100.250.758,C12,Urogenital Diseases
Uterine Diseases,C12.100.250.852,C12,Urogenital Diseases
Adenomyosis,C12.100.250.852.113,C12,Urogenital Diseases
Endometrial Hyperplasia,C12.100.250.852.228,C12,Urogenital Diseases
Endometritis,C12.100.250.852.299,C12,Urogenital Diseases
Hematometra,C12.100.250.852.495,C12,Urogenital Diseases
Pyometra,C12.100.250.852.544,C12,Urogenital Diseases
Uterine Cervical Diseases,C12.100.250.852.593,C12,Urogenital Diseases
Uterine Cervical Dysplasia,C12.100.250.852.593.074,C12,Urogenital Diseases
Atypical Squamous Cells of the Cervix,C12.100.250.852.593.074.249,C12,Urogenital Diseases
Squamous Intraepithelial Lesions of the Cervix,C12.100.250.852.593.074.500,C12,Urogenital Diseases
Uterine Cervical Erosion,C12.100.250.852.593.112,C12,Urogenital Diseases
Uterine Cervical Incompetence,C12.100.250.852.593.120,C12,Urogenital Diseases
Uterine Cervical Neoplasms,C12.100.250.852.593.131,C12,Urogenital Diseases
Uterine Cervicitis,C12.100.250.852.593.150,C12,Urogenital Diseases
Uterine Hemorrhage,C12.100.250.852.691,C12,Urogenital Diseases
Menorrhagia,C12.100.250.852.691.449,C12,Urogenital Diseases
Metrorrhagia,C12.100.250.852.691.622,C12,Urogenital Diseases
Uterine Inversion,C12.100.250.852.726,C12,Urogenital Diseases
Uterine Neoplasms,C12.100.250.852.762,C12,Urogenital Diseases
Endometrial Neoplasms,C12.100.250.852.762.200,C12,Urogenital Diseases
Endometrial Stromal Tumors,C12.100.250.852.762.200.500,C12,Urogenital Diseases
"Sarcoma, Endometrial Stromal",C12.100.250.852.762.200.500.500,C12,Urogenital Diseases
Uterine Cervical Neoplasms,C12.100.250.852.762.850,C12,Urogenital Diseases
Uterine Prolapse,C12.100.250.852.833,C12,Urogenital Diseases
Uterine Retroversion,C12.100.250.852.900,C12,Urogenital Diseases
Uterine Rupture,C12.100.250.852.904,C12,Urogenital Diseases
Uterine Perforation,C12.100.250.852.904.500,C12,Urogenital Diseases
Vaginal Diseases,C12.100.250.894,C12,Urogenital Diseases
Hematocolpos,C12.100.250.894.300,C12,Urogenital Diseases
Hydrocolpos,C12.100.250.894.500,C12,Urogenital Diseases
Vaginal Discharge,C12.100.250.894.700,C12,Urogenital Diseases
Leukorrhea,C12.100.250.894.700.500,C12,Urogenital Diseases
Vaginal Fistula,C12.100.250.894.767,C12,Urogenital Diseases
Rectovaginal Fistula,C12.100.250.894.767.249,C12,Urogenital Diseases
Vesicovaginal Fistula,C12.100.250.894.767.500,C12,Urogenital Diseases
Vaginal Neoplasms,C12.100.250.894.834,C12,Urogenital Diseases
Vaginismus,C12.100.250.894.870,C12,Urogenital Diseases
Vaginitis,C12.100.250.894.906,C12,Urogenital Diseases
Atrophic Vaginitis,C12.100.250.894.906.316,C12,Urogenital Diseases
Trichomonas Vaginitis,C12.100.250.894.906.633,C12,Urogenital Diseases
"Vaginosis, Bacterial",C12.100.250.894.906.800,C12,Urogenital Diseases
Vulvovaginitis,C12.100.250.894.906.820,C12,Urogenital Diseases
"Candidiasis, Vulvovaginal",C12.100.250.894.906.820.500,C12,Urogenital Diseases
Vaginismus,C12.100.250.919,C12,Urogenital Diseases
Vulvar Diseases,C12.100.250.944,C12,Urogenital Diseases
Pruritus Vulvae,C12.100.250.944.626,C12,Urogenital Diseases
Vulvar Lichen Sclerosus,C12.100.250.944.815,C12,Urogenital Diseases
Vulvar Neoplasms,C12.100.250.944.819,C12,Urogenital Diseases
Vulvitis,C12.100.250.944.902,C12,Urogenital Diseases
Vulvar Vestibulitis,C12.100.250.944.902.368,C12,Urogenital Diseases
Vulvovaginitis,C12.100.250.944.902.737,C12,Urogenital Diseases
"Candidiasis, Vulvovaginal",C12.100.250.944.902.737.500,C12,Urogenital Diseases
Vulvodynia,C12.100.250.944.951,C12,Urogenital Diseases
"Genital Diseases, Male",C12.100.500,C12,Urogenital Diseases
Dyspareunia,C12.100.500.100,C12,Urogenital Diseases
Epididymitis,C12.100.500.199,C12,Urogenital Diseases
Erectile Dysfunction,C12.100.500.214,C12,Urogenital Diseases
"Impotence, Vasculogenic",C12.100.500.214.500,C12,Urogenital Diseases
Fournier Gangrene,C12.100.500.229,C12,Urogenital Diseases
